phase,alpha,beta,acc,mae,rmse,time_s
coarse,0.0,0.0,nan,nan,nan,0.0
coarse,0.0,0.25,0.726828,0.440165,0.87844,14564.19
coarse,0.0,0.5,0.780088,0.421012,0.854082,13964.41
coarse,0.0,0.75,0.768276,0.424158,0.87116,15379.98
coarse,0.0,1.0,0.726527,0.436196,0.874882,14438.6
coarse,0.25,0.0,0.187828,1.365423,1.965868,16516.92
coarse,0.25,0.25,0.887295,0.324208,0.699448,15287.46
coarse,0.25,0.5,0.870458,0.328409,0.712615,14871.05
