phase,alpha,beta,acc,mae,rmse,time_s
coarse,0.0,0.0,nan,nan,nan,0.0
coarse,0.0,0.25,0.725272,0.455173,0.936028,14595.57
coarse,0.0,0.5,0.780729,0.437163,0.914174,15501.68
coarse,0.0,0.75,0.76779,0.437057,0.918085,15346.8
